date,forecast_sentiment
2025-01-07,-0.02989898989898998
2025-01-08,-0.0754184704184705
2025-01-09,-0.12093795093795101
2025-01-10,-0.16645743145743153
2025-01-11,-0.21197691197691204
2025-01-12,-0.25749639249639256
2025-01-13,-0.3030158730158732
