date,sentiment_score,type
2025-01-01,0.35,Actual
2025-01-02,0.075,Actual
2025-01-03,0.3181818181818182,Actual
2025-01-04,-0.3,Actual
2025-01-05,0.3333333333333333,Actual
2025-01-06,0.0,Actual
2025-01-07,-0.0298989898989899,Forecast
2025-01-08,-0.0754184704184705,Forecast
2025-01-09,-0.120937950937951,Forecast
2025-01-10,-0.1664574314574315,Forecast
2025-01-11,-0.211976911976912,Forecast
2025-01-12,-0.2574963924963925,Forecast
2025-01-13,-0.3030158730158732,Forecast
